Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Tyrese Maxey,25,PHI,PG,52,52,2008,22.7,.598,.411,.283,0.8,11.2,5.9,29.8,2.5,1.8,9.1,29.2,5.3,2.1,7.4,.176,5.3,0.6,5.9,3.9,,maxeyty01
2,Amen Thompson,23,HOU,PG,52,52,1937,17.8,.568,.126,.352,8.5,13.8,11.2,21.0,1.9,1.5,13.8,20.2,3.5,2.4,6.0,.148,1.0,0.8,1.9,1.9,,thompam01
3,Mikal Bridges,29,NYK,SF,55,55,1895,16.6,.604,.441,.101,3.4,10.0,6.7,16.8,2.0,2.4,7.4,17.5,4.0,2.3,6.3,.159,2.1,1.4,3.5,2.7,,bridgmi01
4,Julius Randle,31,MIN,PF,56,56,1882,20.1,.599,.301,.393,5.6,17.1,11.4,24.3,1.6,0.7,12.1,26.5,4.3,2.3,6.6,.168,2.5,0.1,2.6,2.2,,randlju01
5,Toumani Camara,25,POR,PF,56,56,1873,10.8,.579,.667,.159,5.5,11.9,8.7,10.8,1.4,1.2,14.9,16.0,1.3,1.3,2.6,.067,-1.0,-0.5,-1.5,0.2,,camarto01
6,Scottie Barnes,24,TOR,PF,54,54,1856,19.7,.577,.202,.275,7.0,20.5,13.7,25.0,1.8,4.5,13.7,24.1,2.5,3.0,5.5,.142,1.8,2.2,4.0,2.8,,barnesc01
7,Trey Murphy III,25,NOP,SF,52,52,1853,18.9,.616,.525,.229,3.1,14.4,8.7,16.6,2.0,0.8,9.2,23.2,3.8,1.1,4.9,.126,3.3,-0.8,2.4,2.1,,murphtr02
8,Kevin Durant,37,HOU,SF,50,50,1835,20.2,.627,.322,.345,1.5,14.5,8.0,19.3,1.1,2.2,13.5,27.2,4.4,2.1,6.4,.168,3.6,0.1,3.7,2.6,,duranke01
9,Jabari Smith Jr.,22,HOU,PF,52,52,1823,13.4,.557,.495,.219,5.0,17.2,11.1,7.3,1.1,2.5,8.7,17.9,2.2,2.3,4.5,.118,-0.6,0.0,-0.6,0.7,,smithja05
10,DeMar DeRozan,36,SAC,PF,56,56,1813,17.5,.592,.163,.411,1.7,9.5,5.5,18.1,1.7,0.7,6.6,22.3,3.8,0.4,4.2,.111,0.6,-0.7,-0.1,0.9,,derozde01
11,Desmond Bane,27,ORL,SG,53,53,1801,15.7,.588,.344,.251,4.0,9.8,6.9,19.2,1.3,1.3,11.6,23.5,2.3,1.5,3.8,.101,0.7,-0.8,0.0,0.9,,banede01
12,Brandon Ingram,28,TOR,SF,53,53,1800,16.4,.570,.290,.263,2.6,16.4,9.4,17.0,1.1,2.3,11.5,27.1,1.0,2.1,3.1,.082,0.9,-0.6,0.4,1.1,,ingrabr01
13,Nickeil Alexander-Walker,27,ATL,SG,54,47,1795,15.0,.576,.518,.245,1.9,9.9,5.9,16.1,1.6,1.7,10.5,24.5,1.2,1.4,2.6,.070,0.4,-1.1,-0.7,0.6,,alexani01
14,Jalen Johnson,24,ATL,SF,50,50,1785,21.4,.592,.273,.324,4.7,27.9,16.1,34.9,1.7,1.3,14.9,27.1,2.9,2.4,5.3,.143,3.3,1.3,4.5,2.9,,johnsja05
15,Derrick White,31,BOS,SG,52,52,1781,16.5,.522,.577,.178,3.3,10.8,7.0,22.9,1.8,4.1,9.8,23.1,2.3,2.2,4.5,.122,2.4,0.6,3.0,2.3,,whitede01
16,Dyson Daniels,22,ATL,SG,53,53,1780,14.2,.520,.136,.165,7.0,13.8,10.4,24.7,2.6,1.1,15.0,16.3,1.3,2.0,3.3,.089,-1.4,1.1,-0.4,0.7,,daniedy01
17,Jamal Murray,28,DEN,PG,50,50,1780,22.6,.615,.397,.265,1.4,12.0,7.0,34.0,1.3,1.0,9.9,28.6,5.4,1.0,6.4,.173,5.9,-1.6,4.2,2.8,,murraja01
18,VJ Edgecombe,20,PHI,SG,50,50,1768,12.8,.528,.435,.179,5.0,12.1,8.4,16.8,2.0,1.3,11.4,19.1,1.0,1.6,2.6,.071,-1.0,0.0,-1.1,0.4,,edgecvj01
19,Donte DiVincenzo,29,MIN,SG,56,56,1745,13.4,.574,.760,.138,3.6,12.1,7.9,17.8,2.2,1.3,11.9,17.0,2.1,2.2,4.3,.117,0.4,0.9,1.3,1.5,,divindo01
20,Kon Knueppel,20,CHO,SF,54,53,1734,17.2,.646,.588,.212,4.3,14.7,9.7,17.2,1.0,0.7,13.1,22.1,3.8,1.4,5.1,.143,3.2,-0.6,2.7,2.0,,knuepko01
21,Jaden McDaniels,25,MIN,PF,54,54,1734,14.3,.623,.310,.229,4.0,10.5,7.3,12.5,1.4,2.8,12.5,18.0,2.5,1.9,4.4,.122,-0.4,0.4,0.0,0.9,,mcdanja02
22,Payton Pritchard,28,BOS,PG,53,48,1732,17.7,.578,.513,.140,3.0,11.0,7.0,23.8,1.2,0.3,7.4,21.3,4.5,1.5,5.9,.165,2.8,-0.5,2.3,1.9,,pritcpa01
23,Jalen Brunson,29,NYK,PG,50,50,1728,20.8,.587,.381,.280,1.6,9.0,5.3,29.0,1.0,0.3,8.7,30.9,4.8,1.3,6.1,.169,4.5,-1.3,3.2,2.2,,brunsja01
24,Pascal Siakam,31,IND,PF,51,51,1723,18.7,.560,.266,.323,4.8,17.0,10.7,20.5,1.6,1.2,9.3,29.3,1.3,1.5,2.8,.077,2.2,-0.7,1.5,1.5,,siakapa01
25,Donovan Mitchell,29,CLE,SG,51,51,1719,23.4,.619,.464,.289,2.6,12.0,7.2,29.0,2.2,0.8,11.7,32.6,4.4,1.8,6.2,.173,5.7,-0.1,5.6,3.3,,mitchdo01
26,Miles Bridges,27,CHO,PF,53,53,1707,16.0,.565,.446,.252,3.5,17.4,10.7,16.7,0.8,1.4,8.4,22.9,2.8,1.5,4.3,.120,1.3,-0.5,0.7,1.2,,bridgmi02
27,Rudy Gobert,33,MIN,C,54,54,1689,17.5,.673,.006,.644,13.3,25.6,19.6,7.1,1.1,4.6,13.9,12.7,3.5,2.8,6.3,.179,0.0,0.8,0.8,1.2,,goberru01
28,Immanuel Quickley,26,TOR,PG,52,52,1685,16.7,.579,.527,.229,1.9,13.3,7.5,27.1,1.9,0.3,9.8,21.4,2.9,1.9,4.8,.137,1.9,0.3,2.2,1.8,,quickim01
29,Jaylen Brown,29,BOS,SF,49,49,1676,22.3,.571,.265,.310,3.8,18.2,11.0,24.1,1.5,1.2,12.3,36.9,2.3,2.1,4.4,.125,3.7,-0.6,3.0,2.1,,brownja02
30,Cooper Flagg,19,DAL,SF,49,49,1669,17.4,.560,.218,.291,3.6,16.3,10.2,18.9,1.6,1.9,10.8,25.2,1.1,2.1,3.2,.092,0.6,0.7,1.3,1.4,,flaggco01
31,James Harden,36,2TM,PG,47,47,1656,21.8,.601,.507,.493,2.2,13.5,8.0,37.6,1.8,1.1,15.0,30.9,4.0,1.3,5.3,.153,4.7,-1.0,3.7,2.4,,hardeja01
31,James Harden,36,LAC,PG,44,44,1559,21.9,.598,.505,.485,2.1,13.4,7.9,37.7,1.8,1.0,14.8,31.4,3.6,1.2,4.9,.150,4.7,-1.0,3.7,2.2,,hardeja01
31,James Harden,36,CLE,PG,3,3,97,20.7,.679,.576,.667,3.3,14.7,9.0,35.7,0.5,3.8,20.5,22.9,0.3,0.1,0.4,.205,4.9,-0.1,4.8,0.2,,hardeja01
32,Anthony Black,22,ORL,PG,53,33,1649,14.6,.566,.386,.301,2.7,12.0,7.2,19.4,2.2,2.1,13.3,22.3,0.8,1.9,2.7,.078,-0.6,0.5,-0.1,0.8,,blackan01
33,Cade Cunningham,24,DET,PG,47,47,1640,22.1,.568,.303,.370,3.1,14.7,9.0,43.2,2.0,2.4,14.2,30.8,3.6,2.7,6.3,.184,4.8,1.4,6.2,3.4,,cunnica01
34,Ryan Rollins,23,MIL,PG,51,46,1633,16.0,.568,.421,.145,2.9,13.1,8.1,26.1,2.3,1.2,13.9,23.8,1.1,1.5,2.6,.077,0.4,-0.3,0.1,0.9,,rolliry01
35,Shai Gilgeous-Alexander,27,OKC,PG,49,49,1632,31.6,.670,.231,.469,1.9,12.2,7.3,34.0,1.9,2.3,8.1,33.6,8.5,2.9,11.4,.334,9.2,2.7,11.8,5.7,,gilgesh01
36,Anthony Edwards,24,MIN,SG,46,46,1632,22.4,.620,.411,.357,2.1,13.8,8.1,17.2,1.8,2.1,10.2,31.2,3.5,2.1,5.5,.163,5.0,-0.1,4.9,2.8,,edwaran01
37,Keyonte George,22,UTA,PG,48,48,1629,18.5,.612,.409,.436,1.5,11.0,6.2,29.4,1.5,0.8,14.5,27.6,3.0,0.1,3.1,.091,2.9,-2.2,0.7,1.1,,georgke01
38,Royce O'Neale,32,PHO,SF,55,50,1614,11.4,.594,.814,.060,2.6,16.0,9.1,13.4,2.0,0.9,14.9,14.7,1.2,1.9,3.1,.092,-0.4,0.8,0.5,1.0,,onealro01
39,Karl-Anthony Towns,30,NYK,C,51,51,1597,20.6,.594,.319,.433,10.5,31.5,20.9,13.7,1.4,1.9,13.2,26.0,3.1,2.6,5.8,.174,1.7,0.2,1.9,1.6,,townska01
40,Onyeka Okongwu,25,ATL,C,50,39,1596,15.9,.596,.439,.226,6.2,20.0,13.1,14.3,1.7,2.8,12.5,20.4,1.6,1.9,3.5,.105,-0.3,0.3,-0.1,0.8,,okongon01
41,Deni Avdija,25,POR,SF,46,46,1577,20.6,.606,.386,.567,3.6,19.3,11.3,30.8,1.1,1.6,15.7,29.0,3.5,1.4,5.0,.151,4.3,0.3,4.5,2.6,,avdijde01
42,Naji Marshall,28,DAL,SF,53,29,1568,16.1,.620,.283,.379,3.3,14.1,8.8,14.8,1.7,0.3,10.2,19.2,2.6,1.6,4.2,.128,0.0,0.7,0.6,1.0,,marshna01
43,Andrew Wiggins,30,MIA,SF,50,50,1564,14.7,.570,.383,.179,5.8,10.6,8.2,12.5,1.8,2.7,10.8,20.3,1.2,2.0,3.2,.097,0.3,0.6,0.9,1.1,,wiggian01
44,Alperen Şengün,23,HOU,C,46,46,1559,21.5,.552,.117,.362,10.3,20.1,15.2,29.2,2.0,2.8,14.4,27.0,2.7,2.5,5.2,.159,2.9,1.6,4.5,2.5,,sengual01
45,Nikola Vučević,35,2TM,C,51,48,1558,18.4,.584,.332,.115,7.7,23.9,15.9,18.3,1.1,1.9,9.6,21.8,2.4,1.4,3.8,.116,1.9,-0.1,1.8,1.5,,vucevni01
45,Nikola Vučević,35,CHI,C,48,48,1480,18.4,.585,.330,.112,7.4,23.8,15.7,18.6,1.0,1.8,9.1,21.7,2.3,1.2,3.6,.116,1.9,-0.2,1.7,1.4,,vucevni01
45,Nikola Vučević,35,BOS,C,3,0,78,19.0,.575,.364,.182,14.2,26.7,20.4,13.2,1.9,3.9,18.3,24.2,0.1,0.1,0.2,.121,1.0,1.4,2.5,0.1,,vucevni01
46,Matas Buzelis,21,CHI,PF,55,55,1554,14.9,.595,.482,.250,4.0,16.4,10.2,10.6,1.1,4.5,12.8,21.8,0.7,1.3,2.1,.064,-0.6,-0.4,-1.1,0.4,,buzelma01
47,CJ McCollum,34,2TM,SG,51,37,1537,15.4,.567,.445,.194,2.4,9.7,6.0,18.5,1.2,1.1,9.3,25.3,1.2,0.3,1.5,.048,1.1,-2.3,-1.2,0.3,,mccolcj01
47,CJ McCollum,34,WAS,SG,35,35,1082,15.3,.573,.461,.193,2.2,10.0,6.1,18.3,1.1,0.7,9.2,24.3,1.2,0.0,1.1,.050,1.2,-2.7,-1.5,0.1,,mccolcj01
47,CJ McCollum,34,ATL,PG,16,2,455,15.7,.553,.410,.197,2.8,9.1,5.9,19.0,1.4,2.0,9.7,27.5,0.1,0.3,0.4,.041,0.9,-1.4,-0.4,0.2,,mccolcj01
48,Collin Gillespie,26,PHO,PG,54,35,1527,16.5,.594,.668,.113,3.7,12.8,8.2,23.8,2.4,0.8,12.8,19.2,2.7,1.8,4.5,.142,2.7,0.8,3.5,2.1,,gilleco01
49,Dillon Brooks,30,PHO,SF,49,49,1523,14.7,.549,.391,.218,2.7,10.6,6.5,9.5,1.7,0.5,8.6,28.7,0.8,1.4,2.2,.069,-0.7,-1.3,-2.0,0.0,,brookdi01
50,Russell Westbrook,37,SAC,SF,52,46,1521,15.1,.533,.454,.212,5.2,17.0,10.9,34.3,2.2,0.5,19.2,25.9,-0.5,0.8,0.3,.009,0.6,-1.0,-0.4,0.6,,westbru01
51,Julian Champagnie,24,SAS,SF,54,40,1508,12.7,.600,.769,.229,3.6,18.8,11.3,6.7,1.3,1.3,9.2,15.4,1.6,2.2,3.8,.120,0.2,0.6,0.8,1.1,,champju02
52,Wendell Carter Jr.,26,ORL,C,51,51,1506,14.0,.603,.403,.340,7.8,20.1,13.9,9.9,1.3,2.1,11.1,15.5,2.2,1.8,3.9,.125,-1.0,0.4,-0.6,0.5,,cartewe01
53,Bam Adebayo,28,MIA,C,48,48,1506,17.3,.548,.328,.332,6.7,25.7,16.1,12.8,1.5,2.0,9.9,24.1,1.1,2.5,3.6,.114,0.8,0.7,1.5,1.3,,adebaba01
54,Peyton Watson,23,DEN,SF,49,39,1502,14.5,.600,.338,.331,3.6,14.0,9.1,9.0,1.6,3.6,12.4,20.3,1.1,1.3,2.4,.077,-0.5,-0.6,-1.1,0.4,,watsope01
55,Harrison Barnes,33,SAS,PF,54,49,1501,11.4,.595,.620,.216,3.4,8.1,5.8,10.0,1.1,0.7,9.4,14.9,1.8,1.5,3.3,.105,-0.4,-0.1,-0.5,0.6,,barneha02
56,Saddiq Bey,26,NOP,SF,49,41,1494,17.1,.572,.428,.308,5.6,15.4,10.4,11.9,1.4,0.1,4.7,20.8,3.0,0.6,3.7,.117,2.3,-1.8,0.5,0.9,,beysa01
57,Luka Dončić,26,LAL,PG,42,42,1492,27.5,.614,.468,.494,2.6,22.7,13.0,41.8,2.0,1.2,13.7,37.9,4.3,1.6,5.9,.191,7.4,0.7,8.2,3.8,,doncilu01
58,Tim Hardaway Jr.,33,DEN,SG,54,5,1487,14.3,.633,.698,.249,0.8,9.6,5.4,6.7,0.9,0.5,4.0,18.5,2.8,0.5,3.3,.108,1.7,-2.2,-0.5,0.5,,hardati02
59,Max Christie,22,DAL,SG,50,41,1484,12.7,.626,.595,.204,0.7,11.1,6.1,10.7,0.9,1.0,9.3,16.5,1.8,1.2,3.0,.096,0.1,0.0,0.1,0.8,,chrisma02
60,Kris Dunn,31,LAC,PG,54,48,1483,11.3,.589,.463,.193,3.3,8.8,6.1,17.6,2.7,0.5,17.0,13.2,1.3,1.2,2.5,.080,-2.4,0.9,-1.4,0.2,,dunnkr01
61,Bub Carrington,20,WAS,PG,53,24,1483,9.1,.542,.602,.153,1.6,11.8,6.7,22.3,1.1,0.7,20.4,17.5,-0.5,0.0,-0.5,-0.015,-2.6,-2.3,-4.9,-1.1,,carrica01
62,Paolo Banchero,23,ORL,PF,43,43,1482,17.3,.559,.242,.507,3.5,24.1,13.6,21.6,1.0,1.6,12.6,26.7,1.1,1.7,2.8,.090,1.0,-0.1,1.0,1.1,,banchpa01
63,A.J. Green,26,MIL,SG,49,49,1480,9.8,.643,.895,.087,0.9,8.7,4.9,9.1,0.9,0.3,9.2,13.4,1.6,0.5,2.1,.068,-1.3,-1.3,-2.6,-0.2,,greenaj01
64,Brandin Podziemski,22,GSW,SG,55,19,1478,13.8,.569,.471,.255,3.0,15.9,9.4,19.0,2.0,0.6,12.4,19.0,1.3,1.8,3.1,.101,-0.7,0.4,-0.3,0.7,,podzibr01
65,Jaime Jaquez Jr.,24,MIA,SF,51,1,1473,15.2,.560,.164,.262,4.7,14.6,9.6,23.8,1.3,0.9,14.2,22.2,1.0,1.7,2.7,.089,-0.5,0.5,0.0,0.7,,jaqueja01
66,Naz Reid,26,MIN,C,56,2,1468,16.8,.590,.553,.132,4.9,21.7,13.4,13.7,1.8,3.1,11.8,21.8,1.5,2.3,3.8,.126,1.1,1.1,2.2,1.6,,reidna01
67,Nic Claxton,26,BRK,C,50,49,1464,18.6,.608,.032,.422,9.7,19.7,14.4,22.1,1.2,4.0,12.0,17.4,3.1,1.3,4.4,.145,0.9,1.0,1.9,1.4,,claxtni01
68,Devin Booker,29,PHO,SG,43,43,1458,19.6,.580,.304,.440,2.6,10.6,6.5,30.1,1.3,0.8,13.3,31.2,2.8,1.2,4.0,.133,2.7,-1.0,1.7,1.4,,bookede01
69,Jaren Jackson Jr.,26,2TM,C,48,48,1454,15.8,.576,.327,.282,3.1,16.9,10.0,10.4,1.7,4.4,11.7,26.1,0.3,1.8,2.0,.067,-1.1,0.6,-0.4,0.6,,jacksja02
69,Jaren Jackson Jr.,26,MEM,C,45,45,1382,15.4,.574,.328,.279,3.2,16.8,10.0,9.8,1.6,4.6,11.7,25.6,0.2,1.7,1.9,.066,-1.2,0.6,-0.7,0.5,,jacksja02
69,Jaren Jackson Jr.,26,UTA,C,3,3,72,23.3,.598,.306,.327,1.5,18.3,9.8,20.6,3.9,1.4,11.1,36.2,0.1,0.1,0.1,.083,2.3,1.8,4.2,0.1,,jacksja02
70,Jake LaRavia,24,LAL,PF,54,33,1450,12.5,.581,.481,.296,6.3,11.2,8.8,9.6,2.4,1.7,12.7,15.1,1.3,1.3,2.6,.087,-1.2,0.1,-1.0,0.4,,laravja01
71,De'Aaron Fox,28,SAS,PG,45,45,1442,18.0,.585,.378,.246,2.0,10.8,6.4,29.7,1.9,0.8,12.7,25.0,2.3,1.9,4.1,.137,1.9,0.6,2.5,1.6,,foxde01
72,Shaedon Sharpe,22,POR,SG,48,42,1439,15.5,.550,.351,.229,3.5,12.5,8.0,15.0,2.2,0.4,13.4,30.2,-0.1,1.3,1.2,.040,-0.1,-1.1,-1.2,0.3,,sharpsh01
73,Duncan Robinson,31,DET,SF,51,51,1437,11.8,.613,.778,.153,1.4,9.1,5.3,8.9,1.1,1.1,6.6,15.7,2.2,1.7,3.9,.130,0.4,-0.1,0.3,0.9,,robindu01
74,Jeremiah Fears,19,NOP,PG,56,44,1435,12.6,.513,.277,.220,3.0,12.7,7.8,17.8,2.4,1.2,14.6,24.6,-1.1,0.9,-0.2,-0.005,-2.4,-1.2,-3.6,-0.6,,fearsje01
75,Quentin Grimes,25,PHI,SG,48,7,1434,12.8,.592,.568,.332,2.3,11.7,6.9,17.1,1.5,1.2,14.9,17.9,1.4,1.1,2.5,.084,-0.7,-0.3,-1.0,0.3,,grimequ01
76,Donovan Clingan,21,POR,C,52,52,1433,20.1,.604,.359,.291,18.1,27.0,22.5,10.8,0.8,4.7,9.9,15.6,3.7,1.8,5.6,.186,2.4,-0.2,2.2,1.5,,clingdo01
77,Derik Queen,21,NOP,C,55,43,1432,16.3,.555,.102,.340,6.6,23.7,15.0,23.2,1.9,3.4,17.9,21.5,0.6,1.5,2.1,.069,-1.1,0.8,-0.3,0.6,,queende01
78,Chet Holmgren,23,OKC,PF,49,49,1430,21.5,.651,.308,.354,7.3,24.3,16.2,8.3,0.8,6.5,10.3,22.2,3.2,3.2,6.4,.214,2.3,1.4,3.7,2.1,,holmgch01
79,Myles Turner,29,MIL,C,50,50,1428,14.6,.586,.578,.280,5.0,17.3,11.2,8.0,1.2,5.8,9.7,18.6,1.2,1.5,2.8,.093,-0.4,0.1,-0.4,0.6,,turnemy01
80,John Collins,28,LAC,PF,51,42,1426,16.2,.660,.338,.217,6.1,14.9,10.6,5.3,1.4,2.7,11.3,18.8,2.3,1.2,3.5,.117,0.3,-0.5,-0.2,0.7,,collijo01
81,Cason Wallace,22,OKC,SG,53,43,1419,11.5,.532,.531,.109,3.5,8.7,6.2,10.8,3.7,1.0,10.7,13.8,0.5,2.9,3.3,.113,-2.3,3.1,0.7,1.0,,wallaca01
82,Lauri Markkanen,28,UTA,PF,41,41,1410,21.3,.610,.402,.332,6.3,15.9,11.0,10.2,1.3,1.5,6.4,28.0,3.3,0.3,3.6,.123,4.6,-2.2,2.4,1.5,,markkla01
83,Evan Mobley,24,CLE,PF,42,40,1402,18.6,.576,.278,.338,7.5,21.2,14.3,17.4,1.3,5.4,11.9,21.9,1.9,2.0,3.9,.134,1.2,1.5,2.7,1.7,,mobleev01
84,Jaylen Wells,22,MEM,SG,52,52,1394,10.4,.540,.514,.260,3.8,9.9,6.8,8.7,1.4,0.4,9.1,19.1,0.4,0.9,1.3,.045,-2.5,-1.1,-3.6,-0.6,,wellsja01
85,Jaylon Tyson,23,CLE,SG,50,35,1390,15.6,.631,.428,.164,7.9,13.3,10.6,11.6,1.5,1.3,12.4,18.7,2.3,1.4,3.6,.125,1.1,-0.5,0.6,0.9,,tysonja01
86,Andrew Nembhard,26,IND,PG,43,43,1381,15.5,.558,.384,.293,1.4,8.8,4.9,36.2,1.3,0.4,13.5,23.8,1.4,0.7,2.2,.076,0.9,-1.8,-0.9,0.4,,nembhan01
87,Norman Powell,32,MIA,SG,45,45,1379,18.2,.616,.451,.349,1.2,11.0,6.1,12.9,1.8,0.6,9.6,27.2,2.1,1.6,3.7,.130,2.3,0.2,2.4,1.5,,powelno01
88,Bruce Brown,29,DEN,SG,55,2,1371,10.5,.543,.256,.241,5.7,12.3,9.2,11.0,2.1,1.0,12.8,14.0,0.8,1.1,1.8,.065,-2.7,-0.2,-2.9,-0.3,,brownbr01
89,OG Anunoby,28,NYK,PF,41,41,1353,15.6,.603,.461,.291,4.7,13.7,9.1,10.1,2.6,2.1,13.1,20.3,1.5,1.9,3.4,.122,0.4,1.1,1.5,1.2,,anunoog01
90,Michael Porter Jr.,27,BRK,SF,41,41,1353,20.7,.609,.511,.232,4.3,21.7,12.6,18.5,1.6,0.7,10.8,30.3,1.9,1.1,3.0,.105,4.8,-1.0,3.8,2.0,,portemi01
91,Kawhi Leonard,34,LAC,SF,41,41,1344,27.5,.619,.355,.324,3.9,18.5,11.5,21.6,3.2,1.5,8.7,33.5,3.8,1.8,5.6,.201,7.0,1.0,8.0,3.4,,leonaka01
92,Kyle Kuzma,30,MIL,PF,50,26,1341,13.6,.565,.301,.297,4.0,16.7,10.4,14.1,1.1,1.5,12.4,21.5,0.5,1.0,1.6,.056,-1.6,-1.1,-2.7,-0.2,,kuzmaky01
93,Nikola Jokić,30,DEN,C,39,39,1338,34.9,.699,.272,.459,11.0,28.9,20.4,52.9,2.0,2.1,15.2,31.0,8.1,1.8,9.9,.354,11.5,3.9,15.5,5.9,,jokicni01
94,Noah Clowney,21,BRK,PF,47,41,1335,11.2,.551,.637,.363,3.8,14.1,8.7,9.7,1.3,2.5,12.9,20.7,0.0,0.9,0.9,.033,-2.3,-1.1,-3.4,-0.5,,clownno01
95,Moses Moody,23,GSW,SG,53,42,1331,13.2,.598,.676,.203,3.6,10.9,7.2,8.4,1.8,2.2,8.4,17.7,1.4,1.5,2.8,.102,0.0,-0.1,-0.1,0.7,,moodymo01
96,Davion Mitchell,27,MIA,PG,46,46,1329,11.8,.560,.394,.152,1.3,7.4,4.3,31.3,1.8,0.4,16.8,13.6,1.5,1.4,2.9,.105,-1.8,0.7,-1.1,0.3,,mitchda01
97,Ivica Zubac,28,LAC,C,43,42,1328,19.0,.635,.000,.308,13.4,27.7,20.8,11.7,0.6,2.6,14.4,19.1,2.6,1.4,4.0,.145,0.8,-0.8,0.0,0.7,,zubaciv01
98,Anfernee Simons,26,2TM,SG,53,4,1328,15.0,.579,.588,.120,2.6,8.3,5.5,14.8,1.0,0.6,9.0,23.4,2.0,0.9,2.9,.106,1.5,-1.5,0.0,0.7,,simonan01
98,Anfernee Simons,26,BOS,SG,49,0,1202,15.2,.579,.579,.127,2.4,8.4,5.4,14.3,1.1,0.5,8.4,23.5,2.0,0.9,2.9,.115,1.6,-1.2,0.4,0.8,,simonan01
98,Anfernee Simons,26,CHI,SG,4,4,126,12.4,.584,.679,.054,4.3,7.6,6.0,19.9,0.0,1.4,14.9,22.5,0.0,0.0,0.1,.022,0.1,-4.0,-4.0,-0.1,,simonan01
99,Stephon Castle,21,SAS,PG,44,43,1327,16.3,.561,.298,.475,4.5,13.4,9.0,33.2,2.1,1.0,18.8,25.4,0.9,1.9,2.9,.104,-0.1,0.9,0.7,0.9,,castlst01
100,Sion James,23,CHO,SG,55,18,1316,7.7,.543,.590,.303,2.7,13.2,8.1,10.5,1.1,1.2,15.0,10.7,0.6,1.1,1.7,.063,-3.3,0.5,-2.8,-0.3,,jamessi01
101,Rui Hachimura,27,LAL,PF,44,31,1314,11.4,.620,.438,.120,2.4,11.2,6.9,4.3,0.9,0.9,7.3,15.3,1.3,0.6,1.9,.070,-0.7,-1.8,-2.5,-0.2,,hachiru01
102,Josh Hart,30,NYK,SF,43,29,1314,16.1,.606,.424,.216,5.2,22.4,13.7,23.2,1.9,1.1,16.6,16.7,2.2,1.9,4.1,.150,1.2,2.0,3.2,1.7,,hartjo01
103,Reed Sheppard,21,HOU,SG,53,6,1310,15.2,.550,.566,.099,1.5,10.0,5.8,17.8,2.9,2.1,10.3,21.7,1.6,1.9,3.4,.126,0.7,1.5,2.2,1.4,,sheppre01
104,Deandre Ayton,27,LAL,C,46,46,1299,18.3,.680,.000,.199,11.0,23.8,17.6,4.8,1.1,3.2,12.3,17.1,2.5,1.3,3.8,.141,0.0,-1.0,-1.0,0.3,,aytonde01
105,Jarace Walker,22,IND,PF,54,19,1297,10.6,.531,.489,.244,2.3,18.2,10.0,12.1,1.5,1.3,14.3,20.4,-1.0,1.2,0.2,.008,-2.5,-0.5,-3.0,-0.3,,walkeja02
106,Kyshawn George,22,WAS,SF,43,43,1296,13.9,.560,.453,.223,3.4,15.8,9.5,23.6,1.7,2.6,17.0,22.5,0.2,0.6,0.8,.031,-0.7,-0.5,-1.3,0.2,,georgky01
107,Ace Bailey,19,UTA,SF,49,38,1291,10.8,.531,.415,.093,6.4,9.5,8.0,9.4,1.4,1.7,10.5,19.3,0.0,0.1,0.0,.002,-2.0,-2.5,-4.5,-0.8,,baileac01
108,Keldon Johnson,26,SAS,SF,54,0,1289,18.6,.644,.339,.275,8.2,18.1,13.3,9.0,1.3,0.6,8.6,20.2,3.1,1.7,4.8,.180,2.0,0.1,2.1,1.4,,johnske04
109,Neemias Queta,26,BOS,C,51,50,1280,19.4,.655,.015,.339,13.2,23.0,18.1,8.4,1.8,5.2,13.1,14.7,3.0,2.3,5.3,.199,0.0,1.6,1.6,1.2,,quetane01
110,Ayo Dosunmu,26,2TM,SG,48,10,1271,17.2,.637,.398,.208,2.8,8.9,5.9,20.1,1.5,0.9,10.0,20.8,2.7,0.6,3.3,.123,1.6,-0.8,0.8,0.9,,dosunay01
110,Ayo Dosunmu,26,CHI,SG,45,10,1187,17.2,.636,.397,.216,3.0,9.2,6.2,20.5,1.4,0.9,10.3,21.1,2.5,0.5,3.0,.120,1.7,-1.0,0.7,0.8,,dosunay01
110,Ayo Dosunmu,26,MIN,SG,3,0,84,16.8,.660,.406,.094,0.0,3.9,2.0,14.0,2.8,1.1,5.7,17.7,0.2,0.1,0.3,.168,0.7,1.7,2.4,0.1,,dosunay01
111,Devin Vassell,25,SAS,SG,41,39,1264,12.3,.550,.553,.163,1.6,11.6,6.7,10.4,1.3,1.2,6.6,18.7,0.9,1.5,2.5,.093,-0.7,0.0,-0.7,0.4,,vassede01
112,Cedric Coward,22,MEM,SG,48,35,1263,14.7,.580,.420,.243,5.5,19.8,12.7,16.3,1.0,1.4,13.2,20.9,1.1,1.2,2.3,.086,0.1,-0.3,-0.2,0.6,,cowarce01
113,Ausar Thompson,23,DET,SF,49,48,1261,16.0,.538,.050,.355,9.6,16.1,12.9,14.4,3.5,3.3,13.2,17.6,1.0,2.7,3.7,.140,-0.9,3.0,2.1,1.3,,thompau01
