Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
456,Bismack Biyombo,33,SAS,C,14,1,78,3.3,.571,.000,.286,5.6,10.8,8.3,4.6,1.8,1.1,38.8,7.0,-0.1,0.1,0.0,.029,-6.9,0.9,-6.1,-0.1,,biyombi01
457,Joe Ingles,38,MIN,SF,19,0,76,8.1,.563,.750,.250,0.0,10.0,5.1,23.1,4.4,0.0,44.1,8.8,0.0,0.1,0.1,.059,-4.1,3.7,-0.4,0.0,,inglejo01
458,Yuki Kawamura,24,CHI,PG,4,0,76,15.6,.509,.765,.353,4.3,18.2,11.3,35.4,3.1,0.0,16.9,13.1,0.1,0.1,0.2,.140,-1.2,0.5,-0.7,0.0,,kawamyu01
459,Eric Gordon,37,PHI,SG,6,0,74,14.5,.754,.667,.095,1.5,1.5,1.5,5.9,2.6,1.2,12.1,14.3,0.1,0.1,0.2,.116,2.1,0.1,2.2,0.1,,gordoer01
460,Kobe Bufkin,22,LAL,SG,6,1,71,4.0,.400,.545,.182,1.7,9.6,5.8,5.4,1.4,4.0,14.4,17.0,-0.2,0.1,-0.1,-0.076,-6.1,-2.7,-8.8,-0.1,,bufkiko01
461,Tolu Smith,25,DET,PF,6,0,70,19.3,.559,.000,1.000,19.3,29.7,24.6,11.0,1.4,7.1,16.2,18.3,0.1,0.2,0.3,.193,0.1,2.4,2.5,0.1,,smithto05
462,Pacome Dadiet,20,NYK,SG,20,0,68,10.6,.416,.615,.462,3.2,19.7,11.3,15.7,2.2,0.0,0.0,9.7,0.1,0.1,0.2,.121,-1.9,2.8,0.9,0.0,,dadiepa01
463,David Jones García,24,SAS,SF,11,0,68,21.1,.579,.200,.240,6.4,14.0,10.3,38.1,4.2,1.3,15.3,20.2,0.1,0.1,0.3,.201,2.6,3.6,6.2,0.1,,jonesda06
464,Elijah Harkless,25,UTA,SG,7,0,66,7.5,.568,.636,.818,3.3,6.6,4.9,9.3,2.9,0.0,16.7,11.2,0.0,0.0,0.0,.036,-4.7,1.6,-3.1,0.0,,harklej01
465,Monte Morris,30,IND,PG,6,0,65,7.0,.414,.400,.200,1.6,10.2,5.8,19.1,0.7,1.3,8.4,15.5,-0.1,0.0,0.0,-0.019,-4.5,-1.4,-5.9,-0.1,,morrimo01
466,Bobi Klintman,22,DET,SF,9,0,64,2.2,.336,.500,.125,8.8,20.5,14.7,8.0,2.3,0.0,16.5,19.6,-0.2,0.1,-0.1,-0.074,-9.7,-1.4,-11.1,-0.1,,klintbo01
467,Drew Peterson,26,CHO,PF,6,0,64,0.6,.148,.750,.125,5.4,10.3,7.9,3.8,2.3,1.4,0.0,11.1,-0.2,0.1,-0.1,-0.086,-8.4,-1.7,-10.1,-0.1,,peterdr01
468,Kyle Lowry,39,PHI,PG,7,0,63,7.4,.510,1.000,.400,0.0,7.2,3.5,15.9,1.5,1.5,14.5,9.3,0.0,0.0,0.1,.052,-3.9,-1.2,-5.0,0.0,,lowryky01
469,Scotty Pippen Jr.,25,MEM,PG,3,1,60,17.3,.601,.292,.250,1.8,3.6,2.7,32.7,4.7,3.1,15.8,21.9,0.1,0.1,0.2,.144,-1.6,2.2,0.6,0.0,,pippesc02
470,James Wiseman,24,IND,C,4,1,58,4.2,.597,.000,.200,9.0,5.7,7.4,7.1,0.0,1.5,31.5,11.6,0.0,0.0,0.0,-0.021,-7.9,-0.9,-8.9,-0.1,,wisemja01
471,Thanasis Antetokounmpo,33,MIL,SF,19,0,57,17.1,.554,.067,.733,14.0,11.7,12.8,4.9,5.2,5.2,13.1,17.7,0.0,0.1,0.2,.128,-2.8,2.2,-0.5,0.0,,antetth01
472,Trey Jemison,26,NYK,C,10,0,57,7.0,.605,.000,.143,13.3,15.6,14.4,4.3,0.9,3.5,40.2,9.2,0.0,0.1,0.0,.036,-6.5,-0.5,-7.0,-0.1,,jemistr01
473,Antonio Reeves,25,CHO,SG,7,0,56,11.5,.656,.625,.000,2.1,7.9,5.0,5.1,0.9,0.0,0.0,12.0,0.1,0.0,0.1,.121,-0.1,0.4,0.3,0.0,,reevean01
474,Johni Broome,23,PHI,C,11,0,55,0.4,.188,.208,.250,13.8,18.5,16.1,9.4,2.7,3.4,10.1,22.9,-0.3,0.1,-0.2,-0.210,-11.9,-4.5,-16.3,-0.2,,broomjo01
475,Cody Martin,30,IND,SF,4,0,55,3.0,.277,.500,.600,1.9,26.2,13.7,4.6,3.5,3.1,24.0,12.8,-0.2,0.1,-0.1,-0.095,-10.0,2.2,-7.8,-0.1,,martico01
476,Wendell Moore Jr.,24,DET,SG,5,0,54,10.0,.635,.143,.286,2.1,10.1,6.2,6.8,1.8,3.7,11.3,6.8,0.1,0.1,0.1,.120,-2.4,2.0,-0.5,0.0,,moorewe01
477,Caleb Houstan,23,ATL,SF,10,0,49,11.5,.705,.800,.200,8.7,2.2,5.5,5.4,1.0,1.8,19.7,17.3,0.0,0.0,0.1,.066,-1.0,-2.8,-3.7,0.0,,houstca01
478,E.J. Liddell,25,BRK,PF,10,0,49,13.8,.600,.647,.176,6.8,19.9,13.0,0.0,1.0,0.0,0.0,16.3,0.1,0.0,0.1,.104,0.8,-2.8,-2.0,0.0,,liddeej01
479,Matisse Thybulle,28,POR,SG,4,0,49,21.6,.850,.600,.400,0.0,9.0,4.4,8.4,9.7,0.0,7.8,10.5,0.2,0.1,0.3,.281,0.5,10.7,11.1,0.2,,thybuma01
480,Keshon Gilbert,22,WAS,,3,0,48,4.5,.521,.500,1.000,4.4,6.7,5.5,7.5,2.0,7.3,51.0,10.2,-0.1,0.0,-0.1,-0.085,-6.5,-0.4,-6.9,-0.1,,gilbeke01
481,Mac McClung,27,2TM,SG,4,0,47,8.5,.430,.480,.160,0.0,11.7,5.7,6.3,5.1,3.7,10.1,26.8,-0.2,0.1,-0.1,-0.081,-8.3,3.0,-5.3,0.0,,mccluma01
481,Mac McClung,27,IND,SG,3,0,34,13.1,.481,.556,.222,0.0,13.1,6.3,4.7,7.0,2.5,9.2,27.1,-0.1,0.1,0.0,-0.003,-5.6,6.3,0.6,0.0,,mccluma01
481,Mac McClung,27,CHI,SG,1,0,13,-3.2,.286,.286,.000,0.0,8.2,4.1,10.5,0.0,6.7,12.5,25.9,-0.1,0.0,-0.1,-0.284,-15.3,-5.4,-20.7,-0.1,,mccluma01
482,Jahmir Young,25,MIA,PG,8,0,44,7.4,.437,.368,.053,4.6,4.7,4.6,18.4,1.0,0.0,9.3,19.7,0.0,0.0,0.0,-0.004,-5.8,-1.6,-7.5,-0.1,,youngja05
483,Isaiah Stevens,25,SAC,PG,3,0,43,16.6,.571,.143,.571,5.1,2.7,3.9,29.9,5.6,0.0,18.6,10.7,0.1,0.0,0.1,.134,-1.5,3.1,1.6,0.0,,steveis01
484,Trey Alexander,22,NOP,SG,5,0,42,13.6,.778,.333,.000,0.0,10.5,5.1,16.4,1.1,2.3,10.0,10.0,0.1,0.0,0.1,.129,0.4,0.3,0.6,0.0,,alexatr01
485,Dario Šarić,31,SAC,C,5,0,41,0.7,.363,.500,.333,2.7,14.1,8.2,5.9,0.0,0.0,22.5,9.2,-0.1,0.0,-0.1,-0.080,-6.8,-2.2,-9.0,-0.1,,saricda01
486,TyTy Washington Jr.,24,LAC,PG,5,0,40,24.4,.708,.500,.000,3.0,2.8,2.9,35.1,5.0,4.8,7.7,14.5,0.2,0.1,0.2,.272,6.8,5.2,12.0,0.1,,washity02
487,Skal Labissière,29,WAS,PF,3,0,38,16.4,.650,.500,.000,8.3,16.9,12.5,11.3,2.5,2.3,9.1,12.1,0.1,0.0,0.1,.125,-0.3,0.3,0.0,0.0,,labissk01
488,Garrett Temple,39,TOR,SG,13,0,36,2.1,.254,.714,.286,0.0,12.6,6.2,13.1,4.1,2.7,27.6,12.9,-0.1,0.1,-0.1,-0.085,-9.1,2.2,-6.9,0.0,,templga01
489,MarJon Beauchamp,25,PHI,SF,2,0,36,18.3,.571,.500,.286,3.0,18.8,10.8,20.4,4.1,2.6,16.0,22.1,0.0,0.1,0.1,.108,2.6,0.5,3.2,0.0,,beaucma01
490,Charles Bassey,25,2TM,C,3,0,36,13.9,.436,.000,.333,20.9,23.7,22.3,7.2,1.3,5.2,8.8,13.1,0.0,0.1,0.1,.097,-2.2,-0.5,-2.7,0.0,,bassech01
490,Charles Bassey,25,MEM,C,2,0,31,12.7,.376,.000,.375,24.3,27.6,25.9,8.4,1.5,3.0,9.7,13.8,0.0,0.0,0.1,.082,-3.0,-1.3,-4.3,0.0,,bassech01
490,Charles Bassey,25,PHI,C,1,0,5,21.4,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,18.5,0.0,8.5,0.0,0.0,0.0,.192,2.7,4.2,6.9,0.0,,bassech01
491,Tyson Etienne,26,BRK,PG,8,0,34,-1.2,.400,.867,.000,0.0,0.0,0.0,4.4,0.0,0.0,6.3,20.5,-0.1,0.0,-0.1,-0.133,-8.8,-5.7,-14.5,-0.1,,etienty01
492,Emanuel Miller,25,CHI,PF,5,0,33,15.2,.540,.462,.154,3.3,6.5,4.9,17.3,2.9,0.0,0.0,17.7,0.1,0.0,0.1,.111,1.7,0.8,2.6,0.0,,milleem01
493,Jahmyl Telfort,24,LAC,PF,8,0,32,-5.4,.087,1.000,1.000,0.0,10.6,5.5,3.8,1.6,0.0,14.8,9.4,-0.1,0.0,-0.1,-0.167,-12.2,-1.8,-14.0,-0.1,,telfoja01
494,Seth Curry,35,GSW,SG,2,0,32,18.7,.778,.444,.000,3.4,10.5,6.9,14.2,3.0,0.0,0.0,11.9,0.1,0.0,0.1,.225,1.4,3.8,5.3,0.1,,curryse01
495,Curtis Jones,24,DEN,SG,6,0,31,1.4,.321,.643,.000,3.9,13.9,9.2,12.8,0.0,0.0,6.7,21.2,-0.1,0.0,-0.1,-0.141,-9.7,-5.9,-15.6,-0.1,,jonescu01
496,Oscar Tshiebwe,26,UTA,C,3,0,30,13.3,.466,.000,.167,18.0,14.6,16.3,21.6,1.6,0.0,13.4,10.2,0.0,0.0,0.1,.087,0.6,-0.4,0.2,0.0,,tshieos01
497,Isaiah Crawford,24,HOU,SF,5,0,28,14.8,.583,.667,.000,0.0,7.8,3.9,9.3,3.6,6.6,0.0,9.0,0.0,0.1,0.1,.161,0.8,3.9,4.7,0.0,,crawfis01
498,Hunter Sallis,22,PHI,SG,7,0,26,2.0,.595,.000,.400,0.0,4.3,2.1,21.0,0.0,3.6,46.0,17.7,-0.1,0.0,-0.1,-0.149,-7.7,-3.1,-10.8,-0.1,,sallihu01
499,Mark Sears,23,MIL,PG,7,0,26,15.3,.666,.615,.615,4.4,4.3,4.3,12.3,0.0,0.0,19.5,34.9,0.0,0.0,0.0,.023,2.4,-4.5,-2.1,0.0,,searsma01
500,Orlando Robinson,25,ORL,C,4,1,25,14.7,.700,.400,.000,8.7,9.1,8.9,16.5,1.9,0.0,0.0,8.4,0.1,0.0,0.1,.192,0.5,0.5,1.0,0.0,,robinor01
501,Blake Hinson,26,UTA,SF,1,0,25,8.3,.786,.857,.000,0.0,4.4,2.2,5.6,0.0,0.0,12.5,13.2,0.0,0.0,0.0,.037,-2.4,-4.6,-7.0,0.0,,hinsobl01
502,DeAndre Jordan,37,NOP,C,2,1,23,18.3,.765,.000,.400,18.4,28.8,23.5,0.0,0.0,0.0,14.5,12.5,0.1,0.0,0.1,.146,2.0,-2.7,-0.7,0.0,,jordade01
503,Malevy Leons,26,GSW,SF,5,0,21,10.9,.436,.333,.333,10.4,37.2,23.7,6.3,2.3,4.3,22.5,17.9,0.0,0.0,0.0,.012,-4.8,1.2,-3.5,0.0,,leonsma01
504,Chris Mañon,24,LAL,SG,5,0,21,12.9,.532,1.000,2.000,5.8,16.3,11.2,5.5,6.9,8.9,34.7,6.0,0.0,0.1,0.1,.128,-3.5,7.0,3.5,0.0,,manonch01
505,Dillon Jones,24,NYK,SF,4,0,21,18.0,.518,.600,.800,10.3,15.9,13.1,17.0,4.7,0.0,0.0,13.6,0.1,0.0,0.1,.256,-0.5,4.2,3.6,0.0,,jonesdi01
506,Brandon Clarke,29,MEM,PF,2,2,20,12.3,.372,.000,.444,21.5,10.7,16.1,7.0,4.7,0.0,0.0,22.3,0.0,0.0,0.0,.057,-4.7,0.1,-4.5,0.0,,clarkbr01
507,Lawson Lovering,22,MEM,C,1,0,18,8.4,.521,.000,1.000,11.9,11.9,11.9,0.0,5.3,0.0,25.8,8.9,0.0,0.0,0.0,.064,-6.9,-0.1,-7.1,0.0,,loverla01
508,Isaac Jones,25,2TM,PF,4,1,18,7.3,.512,.500,.500,12.1,0.0,6.2,7.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,.070,-6.2,-2.3,-8.4,0.0,,jonesis01
508,Isaac Jones,25,SAC,PF,3,1,17,5.7,.521,.500,1.000,12.8,0.0,6.6,7.5,0.0,0.0,0.0,7.2,0.0,0.0,0.0,.061,-6.4,-1.8,-8.2,0.0,,jonesis01
508,Isaac Jones,25,DET,PF,1,0,1,34.3,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7,0.0,0.0,0.0,.220,-2.5,-9.8,-12.4,0.0,,jonesis01
509,Jacob Toppin,25,ATL,SF,5,0,17,15.1,.667,.000,.000,0.0,6.4,3.2,8.9,0.0,5.3,0.0,14.8,0.0,0.0,0.0,.113,-0.3,0.3,0.0,0.0,,toppija01
510,Chris Livingston,22,CLE,SF,3,0,17,15.3,.605,.429,.143,0.0,19.3,9.6,8.8,2.8,0.0,0.0,18.1,0.0,0.0,0.1,.167,-4.8,2.0,-2.7,0.0,,livinch01
511,Koby Brea,23,PHO,SG,3,0,16,24.5,.850,.800,.400,0.0,14.2,6.9,18.6,0.0,0.0,0.0,15.5,0.1,0.0,0.1,.327,7.6,-1.2,6.4,0.0,,breako01
512,N'Faly Dante,24,ATL,C,4,0,15,12.4,.338,.000,.250,21.4,29.2,25.2,0.0,6.3,0.0,18.4,15.2,0.0,0.0,0.0,.039,-3.9,-1.1,-5.0,0.0,,nfalyda01
513,Tristan Enaruna,24,CLE,SF,3,0,15,22.9,.500,.167,.000,36.0,7.3,21.8,18.9,0.0,0.0,0.0,16.6,0.1,0.0,0.1,.227,5.2,-4.4,0.8,0.0,,enarutr01
514,Patrick Baldwin Jr.,23,2TM,SF,3,0,14,21.3,1.025,.750,.500,0.0,16.1,8.1,0.0,0.0,0.0,17.0,18.7,0.1,0.0,0.1,.190,3.7,-0.8,2.9,0.0,,baldwpa01
514,Patrick Baldwin Jr.,23,LAC,SF,2,0,12,23.8,1.025,.750,.500,0.0,9.4,4.9,0.0,0.0,0.0,17.0,21.8,0.1,0.0,0.1,.208,5.1,-0.4,4.7,0.0,,baldwpa01
514,Patrick Baldwin Jr.,23,PHI,SF,1,0,2,6.4,,,,0.0,56.4,27.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.085,-5.1,-2.9,-7.9,0.0,,baldwpa01
515,Harrison Ingram,23,SAS,SF,4,0,13,22.6,.875,.250,.000,25.3,0.0,12.4,0.0,0.0,0.0,0.0,13.0,0.1,0.0,0.1,.284,8.0,-1.6,6.4,0.0,,ingraha01
516,Chucky Hepburn,22,TOR,PG,2,0,13,-13.5,.000,.833,.000,0.0,8.7,4.3,17.6,3.8,0.0,14.3,23.0,-0.1,0.0,-0.1,-0.439,-20.9,-3.2,-24.1,-0.1,,hepbuch01
517,Buddy Boeheim,26,OKC,SF,2,0,12,7.1,.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,.000,-1.6,-5.8,-7.4,0.0,,boehebu01
518,Nikola Topić,20,OKC,PG,1,0,12,-8.7,.333,.667,.000,0.0,8.7,4.5,10.3,0.0,0.0,50.0,21.7,-0.1,0.0,-0.1,-0.353,-16.3,-6.2,-22.4,-0.1,,topicni01
519,Dalano Banton,26,LAC,PG,2,0,10,28.0,.750,.000,.000,12.1,0.0,5.8,38.7,5.0,0.0,20.0,22.3,0.0,0.0,0.0,.225,7.3,5.2,12.4,0.0,,bantoda01
520,Tosan Evbuomwan,24,NYK,SF,5,0,8,-0.3,.000,.000,.000,13.5,13.9,13.7,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,-0.027,-8.5,-3.1,-11.6,0.0,,evbuoto01
521,LJ Cryer,24,GSW,PG,3,0,8,14.1,.600,.800,.000,0.0,13.9,6.9,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,.059,-0.3,-2.1,-2.4,0.0,,cryerlj01
522,Riley Minix,25,SAS,SF,3,0,8,45.1,.750,.500,.000,13.7,13.2,13.4,32.4,6.0,0.0,0.0,31.6,0.1,0.0,0.1,.424,17.9,7.3,25.2,0.1,,minixri01
523,Enrique Freeman,25,MIN,PF,2,0,8,9.1,,,,0.0,40.5,20.6,0.0,0.0,11.1,,0.0,0.0,0.0,0.0,.109,-1.1,3.7,2.6,0.0,,freemen01
524,Vladislav Goldin,24,MIA,C,2,0,8,23.9,1.000,.000,.000,0.0,12.9,6.4,38.4,0.0,11.2,0.0,10.1,0.0,0.0,0.1,.369,-0.3,11.7,11.4,0.0,,goldivl01
525,Colby Jones,23,DET,SG,1,0,7,13.1,.333,.667,.000,0.0,62.6,31.7,38.2,0.0,0.0,0.0,17.7,0.0,0.0,0.0,.126,-3.2,5.6,2.4,0.0,,jonesco02
526,Mo Bamba,27,TOR,C,2,0,6,-2.8,.000,.000,.000,18.4,18.9,18.6,0.0,0.0,16.3,0.0,14.2,0.0,0.0,0.0,-0.160,-19.0,-2.8,-21.8,0.0,,bambamo01
527,Noa Essengue,19,CHI,PF,2,0,6,-12.1,.000,.667,.000,0.0,0.0,0.0,0.0,7.9,0.0,0.0,21.1,-0.1,0.0,-0.1,-0.423,-20.6,-3.2,-23.8,0.0,,essenno01
528,Trentyn Flowers,20,CHI,SF,2,0,6,16.8,.667,.333,.000,18.1,0.0,9.0,30.3,0.0,0.0,25.0,28.1,0.0,0.0,0.0,.023,1.9,-2.9,-0.9,0.0,,flowetr01
529,Kadary Richmond,24,WAS,SG,1,0,6,56.8,1.250,.500,.000,17.4,17.8,17.6,31.8,7.9,14.7,0.0,13.9,0.1,0.0,0.1,.607,24.9,14.5,39.4,0.1,,richmka01
530,Hunter Dickinson,25,NOP,C,1,0,5,-11.0,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,19.3,50.0,33.5,-0.1,0.0,-0.1,-0.525,-26.9,0.8,-26.1,0.0,,dickihu01
531,Max Shulga,23,BOS,SG,1,0,2,-18.6,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,-0.490,-23.9,-10.6,-34.5,0.0,,shulgma01
532,Stanley Umude,26,SAS,SG,1,0,2,-7.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.026,-14.2,1.1,-13.1,0.0,,umudest01
,League Average,,,,,,,,.580,.415,.266,5.2,14.8,10.0,16.2,1.7,1.9,12.2,19.9,,,,,,,,,,-9999
